year,state_fips,state_abbr,state_name,region,division,total_jail_pop,male_jail_pop,female_jail_pop,black_jail_pop,black_male_jail_pop,black_female_jail_pop,latinx_jail_pop,latinx_male_jail_pop,latinx_female_jail_pop,white_jail_pop,white_male_jail_pop,white_female_jail_pop,native_jail_pop,aapi_jail_pop,other_race_jail_pop,total_pretrial_custody,total_pretrial_juris,total_jail_from_fed,total_jail_from_prison,total_jail_from_other_jail,total_jail_from_bia,total_jail_from_bop,total_jail_from_ice,total_jail_from_marshals,total_jail_from_other_fed,total_contracted_out,total_contracted_in,total_jail_admits,male_jail_admits,female_jail_admits,total_jail_discharges,male_jail_discharges,female_jail_discharges,jail_rated_capacity,total_sentenced_custody,is_unified_state,total_prison_pop,female_prison_pop,male_prison_pop,black_prison_pop,black_male_prison_pop,black_female_prison_pop,latinx_prison_pop,latinx_male_prison_pop,latinx_female_prison_pop,white_prison_pop,white_male_prison_pop,white_female_prison_pop,native_prison_pop,native_male_prison_pop,native_female_prison_pop,aapi_prison_pop,aapi_male_prison_pop,aapi_female_prison_pop,other_race_prison_pop,other_race_male_prison_pop,other_race_female_prison_pop,total_prison_admits,male_prison_admits,female_prison_admits,black_prison_admits,black_male_prison_admits,black_female_prison_admits,latinx_prison_admits,latinx_male_prison_admits,latinx_female_prison_admits,white_prison_admits,white_male_prison_admits,white_female_prison_admits,native_prison_admits,native_male_prison_admits,native_female_prison_admits,aapi_prison_admits,aapi_male_prison_admits,aapi_female_prison_admits,other_race_prison_admits,other_race_male_prison_admits,other_race_female_prison_admits,total_pop_15to64,male_pop_15to64,female_pop_15to64,black_pop_15to64,black_male_pop_15to64,black_female_pop_15to64,latinx_pop_15to64,latinx_male_pop_15to64,latinx_female_pop_15to64,white_pop_15to64,white_male_pop_15to64,white_female_pop_15to64,native_pop_15to64,native_male_pop_15to64,native_female_pop_15to64,aapi_pop_15to64,aapi_male_pop_15to64,aapi_female_pop_15to64,total_incarceration,total_incarceration_rate,total_jail_pop_rate,male_jail_pop_rate,female_jail_pop_rate,black_jail_pop_rate,latinx_jail_pop_rate,white_jail_pop_rate,native_jail_pop_rate,aapi_jail_pop_rate,total_pretrial_custody_rate,total_sentenced_custody_rate,total_jail_admits_rate,male_jail_admits_rate,female_jail_admits_rate,total_jail_discharges_rate,male_jail_discharges_rate,female_jail_discharges_rate,total_prison_pop_rate,male_prison_pop_rate,female_prison_pop_rate,black_prison_pop_rate,black_male_prison_pop_rate,black_female_prison_pop_rate,latinx_prison_pop_rate,latinx_male_prison_pop_rate,latinx_female_prison_pop_rate,white_prison_pop_rate,white_male_prison_pop_rate,white_female_prison_pop_rate,native_prison_pop_rate,native_male_prison_pop_rate,native_female_prison_pop_rate,aapi_prison_pop_rate,aapi_male_prison_pop_rate,aapi_female_prison_pop_rate,total_prison_admits_rate,male_prison_admits_rate,female_prison_admits_rate,black_prison_admits_rate,black_male_prison_admits_rate,black_female_prison_admits_rate,latinx_prison_admits_rate,latinx_male_prison_admits_rate,latinx_female_prison_admits_rate,white_prison_admits_rate,white_male_prison_admits_rate,white_female_prison_admits_rate,native_prison_admits_rate,native_male_prison_admits_rate,native_female_prison_admits_rate,aapi_prison_admits_rate,aapi_male_prison_admits_rate,aapi_female_prison_admits_rate
1999,06,CA,California,West,Pacific,77216.15,67146.84,10058.56,17315.57,,,31255.9,,,24958.72,,,636.57,2277.8,1174.99,45010.92,,4238.74,2499.25,83.71,0.67,40.69,2124.97,1577.27,385.99,15.41,,466690.81,,,1121343.52,,,77209.45,32200.23,false,163067,11368,151699,50329,46578,3751,55463,52836,2627,47279,42993,4286,1371,1241,130,1497,1412,85,5609,5281,315,131588,118745,12299,39467,35064,4403,33437,31518,1919,41136,36410,4726,1063,929,134,656,584,72,9286,8240,1045,22179372,11223148,10956224,1512852,747126,765726,6831971,3552794,3279177,10945431,5537683,5407748,153602,75211,78391,2735516,1310334,1425182,237783.9,1072.09,348.14,598.29,91.81,1144.56,457.49,228.03,414.43,83.27,1645.43,1177.12,2104.17,,,5055.79,,,735.22,1351.66,103.76,3326.76,6234.29,489.86,811.82,1487.17,80.11,431.95,776.37,79.26,892.57,1650.02,165.84,54.72,107.76,5.96,593.29,1058.04,112.26,2608.78,4693.18,575.01,489.42,887.13,58.52,375.83,657.5,87.39,692.05,1235.19,170.94,23.98,44.57,5.05
1998,06,CA,California,West,Pacific,79826.09,69159.24,10666.85,17919.3,,,32579.73,,,26048.59,,,623.97,2764.93,664.25,45929.45,,3667.83,2431.97,87.07,9.39,40.88,1997.66,1455.17,355.48,19.58,,480135.6,,,1235698.31,,,78824.28,33896.64,false,161904,11694,150210,50052,46235,3817,55088,52358,2730,47595,43229,4366,1319,1157,162,1444,1384,60,13717,12279,1394,134485,121235,12823,40081,35565,4516,28441,27098,1343,43406,38476,4930,1123,949,174,533,488,45,15223,13405,1815,21732590,11005189,10727401,1489683,736116,753567,6578545,3431231,3147314,10879257,5506161,5373096,150005,73247,76758,2635100,1258434,1376666,239298.12,1101.1,367.31,628.42,99.44,1202.89,495.24,239.43,415.97,104.93,1742.99,1286.35,2209.29,,,5685.92,,,744.98,1364.9,109.01,3359.91,6280.94,506.52,837.39,1525.92,86.74,437.48,785.1,81.26,879.3,1579.59,211.05,54.8,109.98,4.36,618.82,1101.62,119.54,2690.57,4831.44,599.28,432.33,789.75,42.67,398.98,698.78,91.75,748.64,1295.62,226.69,20.23,38.78,3.27
1997,06,CA,California,West,Pacific,78317.07,68120.14,10204.92,17747.31,,,31908.81,,,25628.06,,,633.73,2511.63,650.63,45503.64,,3037.62,2042.58,111.5,20.11,57.87,1822.43,1312.52,286.31,60.48,,493254.38,,,1293958.87,,,78324.01,32764.93,false,155790,10914,144876,48331,44682,3649,53580,50995,2585,46957,42866,4091,1197,1058,139,1391,1357,34,14737,13213,1416,132523,119919,12201,38662,34490,4172,28018,26714,1304,43592,38759,4833,1026,880,146,454,427,27,15334,13608,1719,21257860,10776399,10481461,1466391,723866,742525,6314696,3304286,3010410,10793658,5463413,5330245,145985,71363,74622,2537130,1213471,1323659,232064.49,1091.66,368.41,632.12,97.36,1210.27,505.31,237.44,434.11,98.99,1793.51,1291.42,2320.34,,,6086.97,,,732.86,1344.38,104.13,3295.91,6172.69,491.43,848.5,1543.3,85.87,435.04,784.6,76.75,819.95,1482.56,186.27,54.83,111.83,2.57,623.41,1112.79,116.41,2636.54,4764.69,561.87,443.7,808.47,43.32,403.87,709.43,90.67,702.81,1233.13,195.65,17.89,35.19,2.04
1996,06,CA,California,West,Pacific,72967.74,64357.15,8610.59,16877.38,,,28925.15,,,24280.31,,,654.76,2167.77,625.44,43060.28,,1749.22,1326.6,119.57,30.84,74.87,1647.19,1169.89,217.15,64.39,,496969.59,,,1336798.99,,,75069.56,29835.39,false,146049,10107,135942,45753,42300,3453,50439,48053,2386,43336,39702,3634,1125,996,129,1466,1444,22,12794,11403,1192,123876,112214,11184,36490,32591,3899,28334,26869,1465,38990,34811,4179,963,817,146,445,433,12,12660,11151,1483,20833180,10573916,10259264,1444216,713164,731052,6075152,3189112,2886040,10735406,5434099,5301307,142801,69730,73071,2435605,1167811,1267794,217690.14,1044.92,350.25,608.64,83.93,1168.62,476.12,226.17,458.51,89,1767.95,1224.97,2385.47,,,6416.68,,,701.04,1285.64,98.52,3168.02,5931.31,472.33,830.25,1506.78,82.67,403.67,730.61,68.55,787.81,1428.37,176.54,60.19,123.65,1.74,594.61,1061.23,109.01,2526.63,4569.92,533.34,466.39,842.52,50.76,363.19,640.6,78.83,674.37,1171.66,199.81,18.27,37.08,0.95
1995,06,CA,California,West,Pacific,72721.61,64696.55,8767.06,17075.46,,,28270.89,,,24765.33,,,630.24,2224.01,618.35,40920.16,,1471.58,1361.82,128.69,40.23,89.8,1497.98,1045.05,156.63,26.25,,384093.35,,,1016299.38,,,74019.35,31766.37,false,135646,9082,126564,42461,39399,3062,47054,44963,2091,40203,36840,3363,1045,919,126,1330,1307,23,10919,9819,741,116613,106319,9900,34189,30751,3438,28996,27393,1603,36723,32946,3777,914,788,126,385,379,6,9919,8931,950,20662626,10498659,10163967,1438272,710531,727741,5895473,3102879,2792594,10831287,5484202,5347085,140390,68588,71802,2357204,1132459,1224745,207005.79,1001.84,351.95,616.24,86.26,1187.22,479.54,228.65,448.92,94.35,1735.96,1347.63,1858.88,,,4918.54,,,656.48,1205.53,89.35,2952.22,5545.01,420.75,798.14,1449.07,74.88,371.17,671.75,62.89,744.36,1339.88,175.48,56.42,115.41,1.88,564.37,1012.69,97.4,2377.09,4327.89,472.42,491.84,882.83,57.4,339.05,600.74,70.64,651.04,1148.89,175.48,16.33,33.47,0.49
1994,06,CA,California,West,Pacific,67195.66,60011.49,8031.17,17184.91,,,26873.91,,,22315.14,,,410.73,1788.66,0,32713.17,,1657.82,2127.52,271.47,53.64,110.67,1239.64,866.7,70.16,,,199784.41,,,343761.91,,,63312.17,34482.49,false,126091,8245,117846,40288,37472,2816,43321,41377,1944,79944,74992,4952,1010,846,164,1317,1294,23,9786,8564,582,105299,96195,8721,32390,29258,3132,26418,24810,1608,32172,28925,3247,805,675,130,358,344,14,7492,6854,590,20594666,10474962,10119704,1438974,712001,726973,5748837,3030206,2718631,10989819,5567900,5421919,138717,67734,70983,2278319,1097121,1181198,191159.14,928.2,326.28,572.9,79.36,1194.25,467.47,203.05,296.09,78.51,1435.85,1513.51,970.08,,,1669.18,,,612.25,1125.03,81.47,2799.77,5262.91,387.36,753.56,1365.48,71.51,727.44,1346.86,91.33,728.1,1249,231.04,57.81,117.95,1.95,511.29,918.33,86.18,2250.91,4109.26,430.83,459.54,818.76,59.15,292.74,519.5,59.89,580.32,996.55,183.14,15.71,31.35,1.19
1993,06,CA,California,West,Pacific,73738.33,65001.55,8736.78,22742.83,,,33013.82,,,25975.16,,,459.25,1252.93,0,35224.61,,1873.65,2849.23,406,64.36,128,1099.57,724.09,1,,,272998.69,,,367693.4,,,61478.55,38496.72,false,119951,7581,112370,39104,36461,2643,41220,39362,1858,75761,71139,4622,828,748,80,1089,1046,43,8930,7104,809,99189,91184,7662,31427,28664,2763,27026,25922,1104,28532,25692,2840,628,567,61,321,302,19,6319,5394,875,20557929,10472784,10085145,1443463,715703,727760,5589233,2954982,2634251,11186592,5671909,5514683,137310,67092,70218,2201331,1063098,1138233,190840.1,928.3,358.69,620.67,86.63,1575.57,590.67,232.2,334.46,56.92,1600.15,1748.79,1327.95,,,1788.57,,,583.48,1072.97,75.17,2709.04,5094.43,363.17,737.49,1332.06,70.53,677.25,1254.23,83.81,603.02,1114.89,113.93,49.47,98.39,3.78,482.49,870.68,75.97,2177.19,4005.01,379.66,483.54,877.23,41.91,255.06,452.97,51.5,457.36,845.11,86.87,14.58,28.41,1.67
1992,06,CA,California,West,Pacific,71098.8,63198.67,8290.13,19871.64,,,26637.51,,,23427.26,,,375.12,1307.47,0,36895.17,,1647.52,3122.8,335.6,77.69,,486,643.27,693,,,332314.83,,,369064.2,,,63320.76,34187.23,false,109496,6747,102749,36650,34279,2371,35125,33749,1376,66815,63015,3800,724,630,94,430,412,18,6521,4597,406,94477,87042,7195,30924,28189,2735,28174,26679,1495,25840,23375,2465,588,501,87,261,244,17,3311,2870,396,20490179,10449210,10040969,1446823,718896,727927,5411846,2868001,2543845,11387539,5774747,5612792,135592,66375,69217,2108379,1021191,1087188,177472,866.13,346.99,604.82,82.56,1373.47,492.21,205.73,276.65,62.01,1749.93,1621.49,1621.82,,,1801.18,,,534.38,983.32,67.19,2533.14,4768.28,325.72,649.04,1176.74,54.09,586.74,1091.22,67.7,533.95,949.15,135.8,20.39,40.35,1.66,461.08,833,71.66,2137.37,3921.15,375.72,520.6,930.23,58.77,226.91,404.78,43.92,433.65,754.8,125.69,12.38,23.89,1.56
1991,06,CA,California,West,Pacific,68434.26,58967.59,8254.67,16139.88,,,22776.79,,,21816.91,,,296.73,916.12,0,33006.21,,1424.39,2233.6,134.2,91.02,,296,565.45,366,,,397029.1,,,379965.69,,,58368.98,35412.25,false,101808,6302,95506,35205,32981,2224,31824,30400,1424,61594,57880,3714,662,575,87,,,,4402,,,96865,89019,8665,36802,,,35103,,,29075,,,541,,,,,,3186,,,20202598,10308606,9893992,1427604,710746,716858,5225585,2775453,2450132,11414759,5786613,5628146,132628,65054,67574,2002022,970740,1031282,168008.66,831.62,338.74,572.02,83.43,1130.56,435.87,191.13,223.73,45.76,1648.64,1768.82,1965.24,,,1880.78,,,503.94,926.47,63.7,2466.02,4640.34,310.24,609,1095.32,58.12,539.6,1000.24,65.99,499.14,883.88,128.75,,,,479.47,863.54,87.58,2577.89,,,671.75,,,254.71,,,407.91,,,,,
1990,06,CA,California,West,Pacific,71750.73,62576.18,8851.55,20155.82,,,24756,,,24847.4,,,401.58,1044.76,0,33312.11,,1201.26,1633.4,105.8,104.35,,294,487.63,207,,,394897.64,,,390697.64,,,57101.19,38423.42,false,97309,6502,90807,34365,32190,2175,29212,27716,1496,57810,54409,3401,,,,,,,,,,95762,88039,,,,,,,,,,,,,,,,,,,,20018219,10219476,9798743,1416122,706709,709413,5068783,2698116,2370667,11497974,5827967,5670007,130375,63935,66440,1904965,922749,982216,167426.33,836.37,358.43,612.32,90.33,1423.31,488.4,216.1,308.02,54.84,1748.7,2017.01,1972.69,,,1951.71,,,486.1,888.57,66.36,2426.7,4554.92,306.59,576.31,1027.24,63.1,502.78,933.58,59.98,,,,,,,478.37,861.48,,,,,,,,,,,,,,,,
1989,06,CA,California,West,Pacific,68032.21,60009.66,9012.55,18857.27,,,23649.17,,,24904.44,,,322.31,1023.71,0,34667.34,,978.13,1160.2,261.4,117.67,,502,409.82,354,,,404744.42,,,400534.1,,,52426.41,33350.27,false,87297,6000,81297,32241,30066,2175,24493,23137,1356,50897,47496,3401,,,,,,,,,,87055,79989,,,,,,,,,,,,,,,,,,,,19703344,10050418,9652926,,,,,,,,,,,,,,,,154169.01,782.45,345.28,597.09,93.37,,,,,,,,2054.19,,,2032.82,,,443.06,808.89,62.16,,,,,,,,,,,,,,,,441.83,795.88,,,,,,,,,,,,,,,,
1988,06,CA,California,West,Pacific,63507.67,56700.27,7828.4,17532.99,,,22436.17,,,23029.69,,,343.75,970.02,0,30915.12,,759,1232,246,132,,295,332,0,,,433449.46,,,430937.31,,,47898.63,32578.55,false,76171,4893,71278,27958,26438,1520,21000,19808,1192,44703,41741,2962,516,,,,,,3469,,,73398,67932,6063,29641,,,24130,,,21779,,,244,,,,,,2501,,,19249511,9800429,9449082,,,,,,,,,,,,,,,,138446.67,719.22,329.92,578.55,82.85,,,,,,,,2251.74,,,2238.69,,,395.7,727.29,51.78,,,,,,,,,,,,,,,,381.3,693.15,64.16,,,,,,,,,,,,,,,
1987,06,CA,California,West,Pacific,55969.14,49301.41,6667.73,14941.22,,,19340.82,,,20791.73,,,472.28,491.1,0,26920.79,,722.6,885.2,286.8,,,427,,262,,,348521.72,,,344932.29,,,41089.44,29034.35,false,66975,4152,62823,23384,22184,1200,18797,17765,1032,40544,37923,2621,362,278,84,68,66,2,2923,,,59698,55195,4948,21673,,,21882,,,18894,,,205,,,,,,2085,,,18827743,9570069,9257674,,,,,,,,,,,,,,,,122058.94,648.29,297.27,515.16,72.02,,,,,,,,1851.11,,,1832.04,,,355.73,656.45,44.85,,,,,,,,,,,,,,,,317.07,576.75,53.45,,,,,,,,,,,,,,,
1986,06,CA,California,West,Pacific,52103.61,46179.49,5924.12,14200.06,,,17125.81,,,20134.8,,,310.2,401.06,0,26280.71,,689.2,2205.4,546.6,,,322,,234,,,362958.48,,,361658.53,,,40036.26,25808.9,false,59484,3564,55920,20531,19549,982,16819,15877,942,36318,34038,2280,295,218,77,64,62,2,2543,,,48925,45395,4028,18054,,,18800,,,15969,,,187,,,,,,1804,,,18417657,9343807,9073850,,,,,,,,,,,,,,,,109382.21,593.9,282.9,494.23,65.29,,,,,,,,1970.71,,,1963.65,,,322.97,598.47,39.28,,,,,,,,,,,,,,,,265.64,485.83,44.39,,,,,,,,,,,,,,,
1985,06,CA,California,West,Pacific,47993.08,42509.03,5484.05,13562.37,,,16087.35,,,17731,,,266.82,345.52,0,17131.2,,655.8,2811.6,193.9,,,223,,146,,,357742.32,,,356721.77,,,36106.07,30847.88,false,50158,2910,47248,16954,16138,816,13793,13014,779,31027,29173,1854,245,179,66,66,63,3,2052,,,37883,35230,2611,12952,,,10686,,,12188,,,124,,,,,,1386,,,17974995,9098938,8876057,,,,,,,,,,,,,,,,95339.48,530.4,267,467.19,61.78,,,,,,,,1990.22,,,1984.54,,,279.04,519.27,32.78,,,,,,,,,,,,,,,,210.75,387.19,29.42,,,,,,,,,,,,,,,
1984,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,43197,2305,40892,14654,14007,647,11720,11151,569,26966,25513,1453,201,132,69,73,69,4,1595,,,29681,27636,1987,9975,,,8247,,,10041,,,97,,,,,,1060,,,17566172,8872181,8693991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.91,460.9,26.51,,,,,,,,,,,,,,,,168.97,311.49,22.85,,,,,,,,,,,,,,,
1983,06,CA,California,West,Pacific,41868.02,37408.8,4459.22,11749.86,,,13809.17,,,15717.55,,,263.06,304.59,376.64,19553.87,,592,1456.52,369.15,,,278,,139,,,347494,,,334617.25,,,37085.71,22314.15,false,39373,2020,37353,13786,13193,593,10369,9920,449,24272,23010,1262,173,124,49,77,77,0,1184,,,27511,25819,1651,9406,,,7338,,,9500,,,66,,,,,,844,,,17238803,8684855,8553948,,,,,,,,,,,,,,,,79784.5,462.82,242.87,430.74,52.13,,,,,,,,2015.77,,,1941.07,,,228.4,430.09,23.61,,,,,,,,,,,,,,,,159.59,297.29,19.3,,,,,,,,,,,,,,,
1982,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,34640,1653,32987,12226,11679,547,8963,8648,315,21478,20495,983,184,152,32,112,112,0,,,,22321,21104,,,,,,,,,,,,,,,,,,,,16898759,8496623,8402136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.99,388.24,19.67,,,,,,,,,,,,,,,,132.09,248.38,,,,,,,,,,,,,,,,
1981,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,29202,1427,27775,10270,9765,505,7237,6993,244,18451,17570,881,219,186,33,165,163,2,,,,18024,17032,,,,,,,,,,,,,,,,,,,,16548246,8299222,8249024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.47,334.67,17.3,,,,,,,,,,,,,,,,108.92,205.22,,,,,,,,,,,,,,,,
1980,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,24569,1316,23253,8462,8017,445,5931,5687,244,15574,14748,826,254,220,34,189,182,7,,,,14487,13699,,,,,,,,,,,,,,,,,,,,16189769,8101188,8088581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.76,287.03,16.27,,,,,,,,,,,,,,,,89.48,169.1,,,,,,,,,,,,,,,,
1979,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,22632,1232,21400,7746,7323,423,5334,5105,229,14385,13630,755,239,196,43,157,152,5,,,,15940,14766,,,,,,,,,,,,,,,,,,,,15774267,7887364,7886903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.47,271.32,15.62,,,,,,,,,,,,,,,,101.05,187.21,,,,,,,,,,,,,,,,
1978,06,CA,California,West,Pacific,26257.94,24226.85,2128.09,7447.27,,,8620.16,,,9803.61,,,174.23,194.89,227.5,12462.53,,425,457,328,,,,,,,,287079,,,276250,,,34588.82,13795.41,false,21325,1147,20178,7122,6743,379,,,,13700,12968,732,222,193,29,170,165,5,,,,12419,11694,,,,,,,,,,,,,,,,,,,,15421016,7706953,7714063,,,,,,,,,,,,,,,,47125.94,305.6,170.27,314.35,27.59,,,,,,,,1861.61,,,1791.39,,,138.29,261.82,14.87,,,,,,,,,,,,,,,,80.53,151.73,,,,,,,,,,,,,,,,
1977,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,19623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15003267,7496345,7506922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1976,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,18113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14629795,7305775,7324020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,17296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14245002,7111147,7133855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,21897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13892864,6930576,6962288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,19794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13573423,6764234,6809189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,16970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13265694,6607721,6657973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,17474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12995517,6460759,6534758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,06,CA,California,West,Pacific,27672,25184.62,1767.38,8376.66,,,9044.5,,,9844.39,,,172.72,209.46,222.08,12730,,,,,,,,,,,,,,,,,,33320,14942,false,25033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12717245,6310239,6407006,,,,,,,,,,,,,,,,52705,414.44,217.59,399.11,27.59,,,,,,,,,,,,,,196.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,27535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12438981,6159721,6279260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1968,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,28435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1967,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,27741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1966,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,27467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1965,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,26325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1964,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,26483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1963,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,26133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,06,CA,California,West,Pacific,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,24032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
